('parent1 = ', 'mmkxlblrtuleftrcjnfeloxrmaqb')
('parent2 = ', 'boqxlykwudrfpexrtxdpvvrdstxd')
('parent1, parent2 = ', 'mmkxlblrtuleftrcjnfeloxrmaqb', 'boqxlykwudrfpexrtxdpvvrdstxd')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplpvesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplpvesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('parent1, parent2 = ', 'kuldedplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('Final parent1, Final parent2 = ', 'kuldeeplovesgeneticalgorithm', 'kuldedplovesgeneticalgorithm')
('Reached in iter', 167)
end
